	subsys4	indices	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1
173	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	173	10	1	1	1	1	1	1	42	1	1	0	1	3	0	1	1	1	1	1	1
174	3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase	174	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
175	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	175	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
176	3-hydroxyacyl-CoA dehydrogenase PaaC (EC 1.1.1.-)	176	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
177	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)	177	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
178	3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	178	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
179	3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	179	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
180	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	180	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
181	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	181	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
182	3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.60)	182	10	1	1	1	1	1	1	1	1	1	103	1	3	0	1	1	1	1	9	1
183	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	183	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
184	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	184	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
185	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	185	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
186	3-hydroxyphenylpropionic acid transporter	186	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
187	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	187	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
188	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	188	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
189	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	189	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
190	3-keto-5-aminohexanoate cleavage enzyme	190	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
191	3-keto-L-gulonate 6-phosphate decarboxylase	191	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
192	3-keto-L-gulonate 6-phosphate decarboxylase homolog	192	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
193	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (L-ascorbate utilization protein D)	193	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
194	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	194	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
195	3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)	195	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
196	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	196	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
197	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	197	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
198	3-methylmercaptopropionyl-CoA ligase (DmdB)	198	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
199	3-oxoacyl-[ACP] reductase (EC 1.1.1.100)	199	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
200	3-oxoacyl-[ACP] synthase	200	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
201	3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like	201	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
202	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	202	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
203	3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter	203	10	1	1	1	1	1	1	1	1	1	0	1	3	0	5	1	1	4	1	1
204	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III FABH (BETA-KETOACYL-ACP SYNTHASE III) (KAS III)	204	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
205	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	205	10	7	0	12	1	1	0	1	0	0	0	1	0	0	6	0	0	0	0	0
206	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	206	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
207	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	207	10	2	7	0	1	1	0	1	9	2	0	2	4	0	0	0	0	1	5	0
208	3-oxoacyl-coenzyme A reductase of elongase (EC 1.1.1.62)	208	10	0	1	1	1	3	2	1	3	0	0	0	6	0	0	0	0	3	1	0
209	3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	209	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
210	3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)	210	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
211	3-Oxoadipate enol-lactonase (EC 3.1.1.24)	211	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
212	3-oxoadipate enol-lactone hydrolase/4-carboxymuconolactone decarboxylase	212	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
213	3-phenylpropionate dioxygenase ferredoxin subunit	213	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
214	3-phenylpropionate dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3)	214	10	8	1	1	1	29	1	1	1	1	287	1	3	0	1	1	1	1	1	1
215	3-phenylpropionate dioxygenase, alpha subunit (EC 1.14.12.19)	215	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
216	3-phenylpropionate dioxygenase, beta subunit (EC 1.14.12.19)	216	10	1	1	1	1	6	1	1	1	1	4	1	3	0	1	1	1	1	1	1
217	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	217	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
218	3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	218	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
219	3,4-dihydroxy-2-butanone 4-phosphate synthase	219	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
220	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	220	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
221	3,5-diaminobexanoate dehydrogenase (EC 1.4.1.11)	221	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
222	3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 4.2.3.-)	222	10	1	1	1	6	6	1	9	1	1	0	1	3	0	1	4	1	1	1	1
223	3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC	223	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
224	3'-to-5' exoribonuclease RNase R	224	10	0	1	8	0	0	2	2	0	1	0	0	0	0	1	0	0	2	0	0
225	3'-to-5' oligoribonuclease (orn)	225	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
226	3'-to-5' oligoribonuclease B, Bacillus type	226	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	61	1	1	1	1
227	3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	227	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
228	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	228	10	1	1	1	1	6	1	1	1	1	0	1	3	0	1	1	1	1	1	1
229	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	229	10	5	3	13	0	3	0	0	1	4	0	6	8	2	4	1	0	0	3	0
230	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	230	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
231	4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase	231	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
232	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	232	10	1	1	1	1	1	1	1	1	1	0	1	3	0	5	1	1	14	1	1
233	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	233	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
234	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	234	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
235	4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)	235	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
236	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	236	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	237	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
238	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	238	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
239	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	239	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
240	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.-)	240	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
241	4-hydroxybenzoate transporter	241	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
242	4-hydroxybenzoyl-CoA reductase, beta subunit (EC 1.3.99.20)	242	10	2	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
243	4-hydroxybenzoyl-CoA thioesterase family active site	243	10	5	0	0	0	0	0	1	4	14	1	4	0	0	3	0	0	0	0	0
244	4-hydroxycinnamoyl CoA hydratase/lyase (Enoyl-CoA hydratase/lyase) (EC 4.2.1.17)	244	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
245	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)	245	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
246	4-hydroxyphenylacetate 3-monooxygenase, reductase component (EC 1.6.8.-)	246	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
247	4-hydroxyphenylacetate symporter, major facilitator superfamily (MFS)	247	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
248	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	248	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	4	1	1
249	4-hydroxyproline epimerase (EC 5.1.1.8)	249	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
250	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	250	10	2	1	0	1	3	1	0	0	1	0	1	3	0	0	0	1	1	0	1
251	4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	251	10	1	1	9	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
252	4-oxalocrotonate decarboxylase (EC 4.1.1.77)	252	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
253	4-oxalocrotonate tautomerase (EC 5.3.2.-)	253	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
254	4-pyridoxolactonase (EC 3.1.1.27)	254	10	535	1	46	6	109	1	26	17	110	416	225	19	17	121	8	11	1	87	1
255	4,4'-diaponeurosporenoate glycosyltransferase (EC 2.4.1.-)	255	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
256	4'-phosphopantetheinyl transferase (EC 2.7.8.-)	256	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
257	4'-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore	257	10	1	1	1	1	167	1	1	1	1	22	1	3	17	1	1	1	11	1	1
258	4'-phosphopantetheinyl transferase (EC 2.7.8.-) in polymyxin biosynthetic cluster	258	10	1	1	1	1	1	1	365	1	1	0	1	3	0	1	183	1	2089	1	1
259	4'-phosphopantetheinyl transferase of FASI (EC 2.7.8.7)	259	10	1	9	1	1	1	1	9	1	1	0	1	3	0	1	1	1	1	1	1
260	4Fe-4S ferredoxin, iron-sulfur binding	260	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
261	4Fe-4S ferredoxin, nitrogenase-associated	261	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
262	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	262	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	5-aminolevulinate synthase (EC 2.3.1.37)	263	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
264	5-aminopentanamidase (EC 3.5.1.30)	264	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	11	1	1	1
265	5-aminovalerate aminotransferase (EC 2.6.1.48)	265	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
266	5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	266	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
267	5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	267	10	1	1	1	1	1	1	1	8	1	0	1	3	3	1	1	1	1	1	1
268	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	268	10	1	1	1	1	1	1	1	1	1	24	1	3	0	5	1	1	1	9	1
269	5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	269	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
270	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	270	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
271	5-deoxy-glucuronate isomerase (EC 5.3.1.-)	271	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
272	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	272	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
273	5-FCL-like protein	273	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
274	5-FCL-like protein, but predicted not to be 5-formyltetrahydrofolate cyclo-ligase (5-FCL)	274	10	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	1	0	1	0
275	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	275	10	8	61	9	431	75	320	1	25	1	222	1	127	30	1	4	83	61	61	729
276	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	276	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
277	5-keto-2-deoxygluconokinase (EC 2.7.1.92)	277	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	11	1	1
278	5-keto-D-gluconate 5-reductase (EC 1.1.1.69)	278	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
279	5-methyl-dCTP pyrophosphohydrolase (EC 3.6.1.-)	279	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
280	5-methylaminomethyl-2-thiouridine-forming enzyme mnmC	280	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
281	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	281	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
282	5-methyltetrahydrofolate:corrinoid iron-sulfur protein methyltransferase	282	10	8	1	1	11	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
283	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	283	10	8	1	1	1	98	1	1	1	1	0	1	3	0	1	4	1	7	1	1
284	5-methylthioribose kinase (EC 2.7.1.100)	284	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
285	5-nucleotidase SurE (EC 3.1.3.5)	285	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
286	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase.	286	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
287	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	287	10	73	0	0	39	0	0	0	0	0	0	10	3	0	0	11	0	0	0	0
288	5,6-dimethylbenzimidazole synthase, flavin destructase family	288	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
289	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	289	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
290	5'-methylthioadenosine phosphorylase (EC 2.4.2.28)	290	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
291	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase related protein BCZK2595	291	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
292	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase related protein VF1653	292	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
293	5'-nucleotidase (EC 3.1.3.5)	293	10	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
294	5'-nucleotidase family protein in cluster with NagD-like phosphatase	294	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
295	5'-nucleotidase YjjG (EC 3.1.3.5)	295	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
296	50S ribosomal protein acetyltransferase	296	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
297	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)	297	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
298	6 kDa early secretory antigenic target ESAT-6 (EsxA)	298	10	0	6	0	13	0	0	7	0	69	1	3	0	0	0	6	0	0	4	14
299	6-phospho-3-hexuloisomerase	299	10	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	3740	0	0
300	6-phospho-beta-galactosidase (EC 3.2.1.85)	300	10	1	1	1	1	17	1	1	1	1	0	11	3	10	1	1	1	145	1	418
301	6-phospho-beta-glucosidase (EC 3.2.1.86)	301	10	1	1	1	1	1	7	1	1	1	0	1	3	0	1	1	1	1	1	1
302	6-phospho-beta-glucosidase ascB (EC 3.2.1.86)	302	10	1	1	1	1	12	1	1	1	1	0	1	3	0	1	8	1	1	1	1
303	6-phosphofructokinase (EC 2.7.1.11)	303	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
304	6-phosphofructokinase class II (EC 2.7.1.11)	304	10	1	1	1	1	17	1	1	8	1	24	1	3	77	1	1	1	11	26	1
305	6-phosphofructokinase, eukaryotic type (EC 2.7.1.11)	305	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
306	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	306	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	4	1	1	1	1
307	6-phosphogluconolactonase (EC 3.1.1.31)	307	10	1	1	1	1	1	20	1	1	1	649	1	3	248	5	1	1	11	1	1314
308	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	308	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
309	6-pyruvoyl tetrahydrobiopterin synthase (EC 4.2.3.12)	309	10	1	1	1	1	1	1	110	25	65	6	1	109	0	1	1	31	1	1	1
310	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	310	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
311	7,8 dihydropteroate synthase (methanopterin)	311	10	1	1	1	1	1	1	9	8	1	0	1	3	0	1	1	1	25	1	1
312	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2	312	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
313	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	313	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
314	a forespore shell protein	314	10	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
315	A/G-specific adenine glycosylase (EC 3.2.2.-)	315	10	5	4	2	4	2	0	1	4	2	1	3	21	2	0	1	8	15	10	4
316	AA3-600 quinol oxidase subunit I	316	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
317	AA3-600 quinol oxidase subunit II	317	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
318	AA3-600 quinol oxidase subunit IIII	318	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
319	AA3-600 quinol oxidase subunit IV	319	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
320	AAA family ATPase, ESX-1 secretion system component Rv3868	320	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
321	ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster	321	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
322	ABC exporter for hemopore HasA, ATP-binding component HasD	322	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
323	ABC exporter for hemopore HasA, membrane fusion protein (MFP) family component HasE	323	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
324	ABC exporter for hemopore HasA, outer membrane component HasF	324	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
325	ABC transport system, permease component YbhR	325	10	1	1	1	1	1	1	1	1	1	0	1	3	0	10	1	1	1	1	1
326	ABC transport system, permease component YbhS	326	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
327	ABC transporter ATP-binding protein USSDB6B	327	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
328	ABC transporter ATP-binding protein uup	328	10	1	1	1	1	506	1	1	1	1	0	1	3	0	1	1	1	1	1	1
329	ABC transporter ATP-binding protein YvcR	329	10	0	1	0	2	1	0	1	1	1	0	1	18	0	0	0	2	0	4	2
330	ABC transporter in pyoverdin gene cluster, ATP-binding component	330	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
331	ABC transporter in pyoverdin gene cluster, periplasmic component	331	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
332	ABC transporter in pyoverdin gene cluster, permease component	332	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
333	ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	333	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
334	ABC transporter involved in cytochrome c biogenesis, CcmB subunit	334	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
335	ABC transporter membrane-spanning permease, Pep export, Vex1	335	10	2	2	17	0	2	2	6	0	5	1	4	0	1	23	1	0	1	1	0
336	ABC transporter membrane-spanning permease, Pep export, Vex3	336	10	8	70	37	6	6	20	1	17	1	8	21	164	5	425	4	1	108	18	46
337	ABC transporter multidrug efflux pump, fused ATP-binding domains	337	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
338	ABC transporter permease protein YvcS	338	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
339	ABC transporter protein IroC	339	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
340	ABC transporter, ATP-binding protein Vex2	340	10	1	1	137	1	1	167	1	17	1	0	1	3	0	1	1	1	1	1	1
341	ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	341	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
342	ABC transporter, predicted N-acetylneuraminate transport system permease protein 1	342	10	23	1	9	6	1	20	1	1	1	283	1	3	117	1	1	21	7	26	1318
343	ABC transporter, predicted N-acetylneuraminate transport system permease protein 2	343	10	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
344	ABC transporter, predicted N-acetylneuraminate-binding protein	344	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
345	ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	345	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
346	ABC-type Fe3+ transport system protein	346	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
347	ABC-type Fe3+-siderophore transport system, ATPase component	347	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
348	ABC-type Fe3+-siderophore transport system, periplasmic iron-binding component	348	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
349	ABC-type Fe3+-siderophore transport system, permease 2 component	349	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
350	ABC-type Fe3+-siderophore transport system, permease component	350	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
351	ABC-type hemin transport system, ATPase component	351	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
352	ABC-type multidrug transport system, ATPase component	352	10	1	0	0	0	0	0	1	0	0	0	0	51	0	0	0	0	0	0	0
353	ABC-type multidrug transport system, permease component	353	10	2	1	1	1	1	3	1	1	0	2	3	21	0	0	2	6	0	3	0
354	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	354	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
355	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	355	10	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0
